problem,arm,point_id,decision,normalized_objectives
dtlz6,random,429,"[0.4785723420914567,0.01661421333297497,0.008452349209385313,0.7739978021526734,0.008857635030771194,0.3859377409047561,0.8903333741288838,0.7153550642048933,0.2857484348778926,0.44345418554739524,0.767117838035635,0.5482968175455982]","[10.07294860395307,1.0468443719019156,6.6944805977122375]"
dtlz6,random,430,"[0.4506455881814493,0.16246219619102142,0.09760266629512504,0.2658636211673445,0.06015662035361902,0.598513533157275,0.6490086174009307,0.20759318880003952,0.2644785326433656,0.5575516711640679,0.6787349277782191,0.7083433351588473]","[10.167624893341442,3.2410222194201173,6.458155337221876]"
dtlz6,random,431,"[0.27370866886999223,0.3616706201861447,0.7673964540132758,0.16491201404882438,0.3973045880358106,0.002160197340176251,0.35226623133394397,0.3528553933440661,0.38207988707720353,0.09042146798280004,0.08866341684130907,0.9693184319505186]","[10.184853897960101,6.832407456765812,3.976615402635579]"
dtlz6,random,432,"[0.2025596175965637,0.43697247676506934,0.5504541018759472,0.8729243126521027,0.09951537564646673,0.4944728752452273,0.1945777617372333,0.24480493468603304,0.7208877687932899,0.04164529523944571,0.22196624238769846,0.6601528967529238]","[10.188470166059888,8.519256847871889,3.093127594342405]"
dtlz6,random,433,"[0.046883528398779184,0.4906208054310117,0.4949347692644903,0.6602204882820435,0.9117587079655295,0.11064177993580893,0.258697271754296,0.5545995698053109,0.7311293455637522,0.3017108010916453,0.6332922900118402,0.0875606725395427]","[10.201734504310098,9.934439644143529,0.7428677706896996]"
dtlz6,random,434,"[0.3578951049827993,0.27494722518506653,0.04487496106870026,0.3553865748621359,0.031669340188155926,0.8912869520247134,0.7563562374002458,0.08807929435713646,0.6541960023719058,0.0188345258564252,0.5064702445948065,0.3807343444643402]","[10.205804098505823,5.169573823529952,5.096369028580513]"
dtlz6,random,435,"[0.25775087811140407,0.371562703022867,0.5525741928551904,0.2932573370572553,0.09504696860390294,0.06033822436294267,0.46001825242256567,0.46040507006713516,0.2161673002572153,0.6867165344988975,0.006440425135428085,0.3407273467988575]","[10.207583387542066,7.055306226849794,3.760175057035973]"
dtlz6,random,436,"[0.058420471677113284,0.45513175564215114,0.28238631625291954,0.002761997841570385,0.01725536617665613,0.1699288407225189,0.8201558938317985,0.8627053039276648,0.3317122653187379,0.9039248106642349,0.8557548870634565,0.34992428322427627]","[10.22451143588539,9.007523273571005,0.8866851506796067]"
dtlz6,random,437,"[0.45861746482864396,0.07231805936240132,0.535342824468456,0.8468323610358004,0.5130491888788054,0.616855404589641,0.09774407417101083,0.8184217932808217,0.9651380444437169,0.08590992155793309,0.16461610899319556,0.012690463380287564]","[10.289942517831713,1.8920552753411102,6.4937741683854515]"
dtlz6,random,438,"[0.05358901378631409,0.4450729299113376,0.11916294902223723,0.03606623471897086,0.7992885169818652,0.12401186852496515,0.2193965003303393,0.44420858543712083,0.7732391644315233,0.08905715898622257,0.6103320487634281,0.1756321784252599]","[10.328319193956151,8.842726510804402,0.8112206225582166]"
dtlz6,random,439,"[0.3965142708840733,0.22541222010082507,0.1746732521565615,0.7464295687669156,0.843179012940342,0.6174199591083609,0.3804820029371868,0.6943304197953034,0.32927711705996543,0.00003854376088696654,0.497824665797432,0.5870153667235993]","[10.329857959397437,4.3465213433316965,5.691518643341048]"
dtlz6,random,440,"[0.4415781365946597,0.1590525048733633,0.5146041438699437,0.0297772526023542,0.6099849897259294,0.16167968625603746,0.6590310056280075,0.3874438056307904,0.5118530751702729,0.3523295013681925,0.41560347415796994,0.44344155941997554]","[10.343179823572672,3.2400308363572017,6.372424565467227]"
dtlz6,random,441,"[0.01588064422258484,0.48517702349220226,0.2809261165234723,0.9145430696672149,0.32132305488337365,0.4999642011681684,0.8068309921905923,0.236898168956174,0.11224638249098795,0.26480388663469634,0.6229663044071783,0.8616478902688509]","[10.368148584659723,9.941736097743032,0.25342604653089174]"
dtlz6,random,442,"[0.010469809551693299,0.48656825594584663,0.9881909691594519,0.9289554274461245,0.659660659463631,0.8283303593744165,0.7717169925766294,0.34216504737113884,0.42998681876987266,0.31003339727818224,0.014038673655356604,0.4538158625088846]","[10.380739436275283,9.993019907262775,0.16757823750415368]"
dtlz6,random,443,"[0.3904860983419287,0.20951915903125307,0.043503772837501065,0.5403086476233384,0.011225668793691801,0.9640383618213945,0.179646355065174,0.051378607162586465,0.7945820083399155,0.7216522479588657,0.47936021845734467,0.3043499964675961]","[10.381894293020336,4.10313374911205,5.556759741425815]"
dtlz6,random,444,"[0.29987093250654673,0.3060838331926399,0.15220550997300353,0.03351139409016446,0.014433480141485266,0.7501968650402284,0.5872692489053147,0.031363914744710564,0.7471929793144264,0.4583532439716661,0.08157684019869516,0.671491530579323]","[10.384416645239487,5.849613130718036,4.292003265418684]"
dtlz6,random,445,"[0.4534356404703437,0.02992331916532187,0.9367048903646547,0.8317336136539092,0.18957217613995936,0.022340745866930356,0.18827903521622524,0.2092906772192461,0.23270285075542396,0.8885407537247008,0.6185730653096959,0.06630366277051736]","[10.385007657016299,1.2789933201726214,6.388540027425876]"
dtlz6,random,446,"[0.18385117167173903,0.4341496659513526,0.34389611970490985,0.03696399284877139,0.7663613326698016,0.7645247685419189,0.5216534115394431,0.536722333890264,0.8601856325530468,0.8428705298668355,0.025267967278688852,0.21162694724040976]","[10.39154330088718,8.617611794799814,2.8360647085695416]"
dtlz6,random,447,"[0.25766779461067923,0.3521703780987294,0.7536745026330935,0.8865468648942638,0.04758796545166566,0.6987002617227603,0.3464446565177405,0.09807082145629242,0.03463579059726585,0.4888825059654046,0.16840617818985593,0.04409553060732874]","[10.421898878325091,6.7902636705256185,3.7679821472993154]"
dtlz6,random,448,"[0.03174627542219666,0.4533093331342136,0.15313515263676536,0.3674756146820596,0.5932534578981008,0.0728816117835539,0.7703992433669562,0.5525209610705375,0.08541080656567124,0.436521200039264,0.7217991149768348,0.09564445176767589]","[10.442916720163838,9.150237060052904,0.48999354911793225]"
dtlz6,random,449,"[0.4992485720397499,0.010816969935388387,0.5082817603459622,0.19981454999358927,0.8274001710831186,0.869446350596948,0.8466424355631047,0.43962781432183473,0.6000388541547576,0.7681036090246037,0.542045280312221,0.6936161037656761]","[10.456230239624448,0.9464176560441607,7.406390990367962]"
dtlz6,random,450,"[0.15600830400750199,0.43159704567944646,0.0965369648755875,0.22507660980033983,0.203492988289387,0.8420784767498368,0.7883109567117267,0.18524256901538394,0.8497964139193334,0.07946261392622578,0.5309213279046506,0.24639737810881368]","[10.462385352900334,8.614394847635225,2.3965603629885264]"
dtlz6,random,451,"[0.35434396164569315,0.2379540915019137,0.13726973716194202,0.20423217080191514,0.0571362505166344,0.32233336049402617,0.31726593716582174,0.0060935621856986755,0.4588460471246,0.8897495604484734,0.71111261018279,0.4290948124259554]","[10.54978273097763,4.668531504029103,5.075876857554234]"
dtlz6,random,452,"[0.4637995014652567,0.00135206727316739,0.8979025096145432,0.6529862913272629,0.8302834479963571,0.39339395233809316,0.006607159423904441,0.797866859606601,0.8800629593378675,0.8565252074338192,0.4871517541417423,0.043924140654441945]","[10.578594934388903,0.848157790102191,6.695862001292021]"
dtlz6,random,453,"[0.43420451409827066,0.10701927149271029,0.14927908647996035,0.42381388808875176,0.15146741191914226,0.01282761909702601,0.486493960497451,0.8170584001382326,0.38920287198149517,0.6933297972685069,0.897859322039488,0.5158286795002089]","[10.612744506920224,2.487988316134118,6.259138993511707]"
dtlz6,random,454,"[0.378227445266374,0.2311800563420391,0.6311437920466009,0.01967068048085685,0.5748304467947521,0.9457654583372578,0.32045625341933714,0.1363977900559128,0.5791122059073377,0.6104281624573491,0.06124265168034193,0.5413377204369866]","[10.63530823029669,4.57049098999052,5.529489045143111]"
dtlz6,random,455,"[0.2873303626667889,0.33196335411609923,0.01731180044146685,0.12528659398341213,0.6213342383602813,0.7296434002605677,0.7892609837349625,0.5493579786146144,0.2498056951350105,0.48037945763984446,0.13090907757003978,0.23006192222906474]","[10.641801941940832,6.500892802755387,4.274070394619474]"
dtlz6,random,456,"[0.11764632141966536,0.43287776337756845,0.9662155801516382,0.8652769316045784,0.32032058978328126,0.6011576884288601,0.8174956714217351,0.3428305785611383,0.4297770349742931,0.01826919555312201,0.21430257718962953,0.08974981843004182]","[10.647370619688713,8.79794903992367,1.8256700747736427]"
dtlz6,random,457,"[0.4465939383814489,0.007135208104822044,0.07476564874947766,0.29092457263154925,0.33993794546003264,0.2687127599912299,0.5321353306638922,0.33997221546220224,0.9877795565866107,0.6055525562054722,0.05778959165066455,0.4772210897394271]","[10.648816235794492,0.9548946044787602,6.387268421122356]"
dtlz6,random,458,"[0.047776382964964004,0.43589545344218317,0.14663069556475583,0.30333285695708045,0.03748473688424281,0.2944932813650306,0.9814991074756687,0.17706314677826585,0.2972645986705478,0.46697219998324824,0.3068259665972056,0.8186328632409708]","[10.656686001738112,8.88417982087314,0.7376370085802503]"
dtlz6,random,459,"[0.2435756826113067,0.3334461504370154,0.054332526841904705,0.756392956172678,0.32559720057688313,0.6023841371814759,0.01226349189419762,0.29153195376064245,0.8593411013839698,0.024804127572021883,0.11517061960972186,0.8024948347190953]","[10.676039550600224,6.56266435954454,3.566151415483055]"
dtlz6,random,460,"[0.206630590617501,0.3906170636882599,0.667159533538069,0.034429749465192616,0.6825135723677057,0.8564946293641119,0.004363921791290082,0.3419575002381995,0.5944150392954237,0.6046575965686544,0.2681722526543452,0.9324732068741644]","[10.68255528214782,7.8049723304122445,3.147737924704469]"
dtlz6,random,461,"[0.025751681471142374,0.45600263234286,0.4291136506600033,0.6413469861877134,0.0965930869904108,0.22797660591067725,0.7577530563096625,0.25187282423537893,0.7607830581058247,0.22823106267917315,0.37331537540383297,0.7645136942206644]","[10.68819732921245,9.433769841902889,0.40798590797942713]"
dtlz6,random,462,"[0.42058069896436,0.18466547414885637,0.9424708944113296,0.8018259324166552,0.007399582819034967,0.3640873308975543,0.3270036146409494,0.6835479143266904,0.6699272016944099,0.4355363828580645,0.5818737537987204,0.8743941131395978]","[10.700459976832875,3.7709867596095354,6.234597903567022]"
dtlz6,random,463,"[0.41028292457354754,0.16257178901761582,0.9643118113969426,0.683750635933203,0.01463731348175945,0.5896379066622303,0.08798486491273971,0.861218471921065,0.8767012150222554,0.7759093219680948,0.14741709708065598,0.14979198771249946]","[10.714340671652542,3.416175963834261,5.976028943237509]"
dtlz6,random,464,"[0.18296205226598605,0.40081113713527416,0.6741023950035904,0.07794139552400381,0.15183929205919677,0.7656260522964159,0.9866967672723164,0.13915282177217714,0.9386818576802085,0.22340466032921225,0.13554978914713922,0.2207651757482305]","[10.716330873600853,8.068169644264678,2.803605249240639]"
dtlz6,random,465,"[0.4306991942356583,0.10116331622104191,0.35924511199187037,0.7377190967673184,0.03072297593851936,0.6982675369449312,0.3237124149814209,0.6968023567492515,0.07765525783494309,0.46868681511690113,0.28061605256243816,0.9551766176989452]","[10.734581265627899,2.4195063703706565,6.2477306808317765]"
dtlz6,random,466,"[0.3631739937213142,0.13532246173853701,0.002046199991408759,0.4514639315277015,0.0448824306445591,0.16011874361436196,0.7154819509212599,0.6625656081350517,0.27828192532346074,0.7055668399863068,0.043173819266466684,0.21241619346615437]","[10.757429972288554,3.018807988679094,5.069232821844814]"
dtlz6,random,467,"[0.008937825981628067,0.42667529608134325,0.31177317266815363,0.2126367787427259,0.2563333849063818,0.35073675204936305,0.375601401922772,0.49823276602083755,0.20333999813924641,0.4369712426703152,0.47332771686699293,0.061895281714281714]","[10.777831359746594,8.75046343626052,0.13782960628875396]"
dtlz6,random,468,"[0.410310598641755,0.01639291748221583,0.7641446616662844,0.34368280805576445,0.681578742760255,0.06514164143062617,0.0569064419461176,0.37145297413645395,0.03845134516944482,0.08523371785781131,0.6496250922848736,0.37985761608901003]","[10.817340144700918,1.1367901639082556,5.780538011930924]"
dtlz6,random,469,"[0.3937283281624534,0.1340474210583288,0.5744417090987206,0.592298729762561,0.7109237967361676,0.12651884144991643,0.18880764867977728,0.15893344362541373,0.09011589780351348,0.02217153881506151,0.8341454372593758,0.6479945102937121]","[10.842590218658499,2.9943057642461195,5.659941465142846]"
dtlz6,random,470,"[0.05087057620983615,0.3990145072508644,0.2757198273135718,0.7078745335167197,0.4417787673100523,0.03928242055339082,0.21016158736052126,0.23791515317279854,0.9835772067529509,0.6848320629349155,0.010657792088859308,0.1993730934366975]","[10.895847213210683,8.166638911288196,0.7710240321572299]"
dtlz6,random,471,"[0.40568046108444333,0.038906375799309556,0.20985074101920087,0.4443090638647512,0.6184392376307365,0.5178355608108502,0.46664570531608285,0.02601134657124926,0.5117461589668597,0.14585603519821666,0.06788057258160418,0.23544516911228375]","[10.898351667387539,1.4909072204326241,5.757834068991913]"
dtlz6,random,472,"[0.17426207730900045,0.3695606128135982,0.6780092099801752,0.23991311700160145,0.38037649007491026,0.6175860745252738,0.41161093737437837,0.4804413232609315,0.017603494109592388,0.17963630387273677,0.11277745026742925,0.2916466046732771]","[10.924579273747563,7.4989224003385,2.6307908658434687]"
dtlz6,random,473,"[0.006970194907981897,0.4162258733480355,0.05493198352188067,0.49621040660846893,0.854987356546458,0.25293545529984285,0.4203791086843628,0.022526916353955873,0.4357544778502498,0.6396830937008546,0.31377744930055584,0.6386568793581094]","[10.954934605866343,8.62839968529712,0.1079647926845036]"
dtlz6,random,474,"[0.3228479044072622,0.26314187358894914,0.4876346434982808,0.011976278654734718,0.38980024797361856,0.15050325655437946,0.9614373342272796,0.7519972721430477,0.28236601674092354,0.5905676193158739,0.3881654939813911,0.15516031061753333]","[10.956734327063398,5.3078627274771355,4.783011389881959]"
dtlz6,random,475,"[0.39896072269610783,0.06731993222714594,0.3865952445748221,0.4794485131488406,0.3885369938260441,0.8710603307955562,0.0014073220670308695,0.980239018900078,0.8751913562475518,0.6120637814728292,0.36371571073348297,0.01688198670958574]","[11.00688373302143,1.9505581343042386,5.723124036828459]"
dtlz6,random,476,"[0.11005196704448106,0.37841800670525727,0.5593012813418136,0.5479888430326677,0.02314679673723752,0.21769246210580773,0.8060266587812216,0.15354904321898888,0.19133428957112297,0.006254942340808811,0.9512319195509761,0.884446677276139]","[11.009933493372802,7.763540238330898,1.6633628814897579]"
dtlz6,random,477,"[0.3812996419135898,0.01925616395390961,0.027012630709006835,0.5145647884799389,0.4157943031389961,0.6970679342435864,0.8851359158695123,0.09789676353280652,0.08360714484609522,0.04420987737293147,0.3712913546170511,0.0858035222800747]","[11.022500870500277,1.215027075557856,5.352372230886664]"
dtlz6,random,478,"[0.29043676293669884,0.28351608113997573,0.08129833274458087,0.014438335052234796,0.5092177769230458,0.28114101713809003,0.9223364115619146,0.9537322386276261,0.15086759595181942,0.2616449931298528,0.7365085290752719,0.3298525183312384]","[11.038458197764083,5.747251213240639,4.31854283715417]"
dtlz6,random,479,"[0.3308772676155738,0.2589754065820056,0.025800732062213894,0.835219915383515,0.4254386929961217,0.6991111944718607,0.7619776080674636,0.04514754248957009,0.22009450954074017,0.6580429867409221,0.570195269094909,0.5231075250047723]","[11.043495018660584,5.263750795266383,4.950028023881792]"
dtlz6,random,480,"[0.10608456438448821,0.35536189745108226,0.19983282320367468,0.9638175905853391,0.4301563156455216,0.00266025175722695,0.12097999111362234,0.20455280055219083,0.03886256082049033,0.9983860366244219,0.18404069670197754,0.5524915603271653]","[11.056744132439745,7.277865903769029,1.5743223306033642]"
dtlz6,random,481,"[0.34867801442258206,0.15941505340894113,0.6163746360861231,0.017176768301077727,0.5918184609020055,0.26416008877184227,0.03322619165687113,0.42443825352868836,0.2425384706830327,0.9742698242826838,0.6470961546941224,0.07918780775543965]","[11.134927407342895,3.5144324553348536,5.036003849195099]"
dtlz6,random,482,"[0.14887875790807437,0.32486970720163044,0.23728662157680658,0.7568119518727964,0.06464292057298782,0.03512320409693204,0.7460805536195826,0.04079186005334923,0.931725952929827,0.04376828439582969,0.10171930140130347,0.3845406104357483]","[11.143214811219861,6.671151173612566,2.187677807621629]"
dtlz6,random,483,"[0.010157358137658612,0.3977281377082327,0.028966192551993286,0.7979140830866636,0.6917907551843387,0.4615463186773566,0.6259636368774633,0.447745655565999,0.3798125378669689,0.38847206133139534,0.12616731872137799,0.07728979974683214]","[11.16356111439859,8.330141975251292,0.15715987607200432]"
dtlz6,random,484,"[0.023368709802383147,0.35413328330596616,0.34415961609376466,0.04935841278608999,0.6894556511193596,0.030000253810765987,0.011768366321131762,0.23632383571531568,0.42934820979573174,0.4866609153549595,0.7318596661765825,0.15184964890434782]","[11.18019353008948,7.332746455848916,0.3471978883890575]"
dtlz6,random,485,"[0.006410940659169029,0.432644146967356,0.9301787867868601,0.7362804220116139,0.20416834012847018,0.1958289207787275,0.9882143985497698,0.4850311496001317,0.41499591914866185,0.6620660578439047,0.20613842160522766,0.47420493305656675]","[11.18183344316068,9.22719704536419,0.1032360538024071]"
dtlz6,random,486,"[0.36393686188368213,0.10037075167315046,0.16656499852255813,0.10979148801986116,0.3951616116346227,0.15142746488518277,0.5037664332467211,0.2650267665987427,0.10979426096681777,0.34148163837165446,0.437592587006312,0.30279202761610113]","[11.245989544630817,2.543350891443468,5.2450168771523735]"
dtlz6,random,487,"[0.3637421949942756,0.0968168924909023,0.7296090968191731,0.013072355504121336,0.08653573290646488,0.9157810120122352,0.8717346577055481,0.1577120525031379,0.8159807240187845,0.48026095220005327,0.4201568415525757,0.06178588846355959]","[11.375872198750587,2.5051524138701895,5.2953368249830115]"
dtlz6,random,488,"[0.36583156178410936,0.05527050748188167,0.9692402011962623,0.23263288521472536,0.11639080354263831,0.07009430486381996,0.6505233747497287,0.8217848895123667,0.5960885297997154,0.01313912047748822,0.33007674084331706,0.23235393182364372]","[11.40521049586054,1.8243629722160497,5.28863900410922]"
dtlz6,random,489,"[0.00016524998511258104,0.40547607033443145,0.6162592929454509,0.5305310121211244,0.11468092076560221,0.4776395240676664,0.06535507982526234,0.9085680559974298,0.8017215112728893,0.30806777366811,0.5530073648820986,0.7170470237777036]","[11.418195324243774,8.707995522737498,0.0026356955961005088]"
dtlz6,random,490,"[0.23260233715297374,0.2773459232755364,0.6149760971260906,0.6695447220935405,0.027489976745140643,0.43341564651325204,0.5749601474406141,0.3296886064661302,0.20622087272013168,0.4915184905888397,0.04333572185709755,0.1901783201390227]","[11.455477765380056,5.841769863712217,3.478385199917949]"
dtlz6,random,491,"[0.2795193419451626,0.25485589864895475,0.9525305872607722,0.5781081731222064,0.5890507316604504,0.4440632768491819,0.06555060552653558,0.1910822097046797,0.03210065354004488,0.15328193492683018,0.6286793736320146,0.7930309100965605]","[11.459206146321531,5.384392022067792,4.204612293371101]"
dtlz6,random,492,"[0.00421056389859098,0.39361336235766875,0.06664536588515124,0.6536972054183181,0.6191914773030912,0.5271455932444673,0.23742207483443678,0.08579791909548495,0.4996117391716979,0.3434500017169021,0.7632189828031543,0.9964057709176588]","[11.46035053552313,8.442039652127225,0.06657013124793619]"
dtlz6,random,493,"[0.4182424723534589,0.002339842152205729,0.5717874129118239,0.6828674474554925,0.9946368997839633,0.9679559016323647,0.9330950706263397,0.3747352613288256,0.7954865085013989,0.1657795138739212,0.9907756435928015,0.024543964803980356]","[11.504811901929083,0.9168536691174041,6.294251692307162]"
dtlz6,random,494,"[0.3947835322435779,0.01025847254752188,0.3654839847759619,0.18379695538889884,0.04865186258756571,0.3739469052716904,0.5818202080984719,0.5212872411374385,0.889286767513681,0.3698654485204529,0.4902089270581056,0.7526485587540845]","[11.545620100895507,1.0706824723410824,5.8548923298782265]"
dtlz6,random,495,"[0.2962606989290122,0.23189683869552846,0.051783730771091774,0.3610529349628395,0.24199992853400543,0.6254519299221687,0.914071593058814,0.5862678645230985,0.9982962952093607,0.110050253475799,0.06808769031108353,0.8458442395497223]","[11.5586040606255,4.976478974438899,4.468372551779714]"
dtlz6,random,496,"[0.31042118981243494,0.22758210463241768,0.3339610805810431,0.22057822317829068,0.8725369374241165,0.9902433073235933,0.6787085063037527,0.12498918859511121,0.6148311955030092,0.6872062745762192,0.49618209117948375,0.024936302645864217]","[11.570664988377736,4.8925821507498215,4.710867514798759]"
dtlz6,random,497,"[0.1355917658135437,0.33434622952882975,0.9729969049451187,0.6808411881822216,0.018103795513198073,0.1335525655246137,0.3186660073099731,0.7571300382105577,0.13262840371989448,0.779052218982154,0.4950586473038867,0.14649718974636705]","[11.609045119761774,7.142786537898371,2.0844238062377713]"
dtlz6,random,498,"[0.27546797869074335,0.20123813174233174,0.23740153888901805,0.025918937257167984,0.2129107083499998,0.5037802527194886,0.8681714841329325,0.07898192836051976,0.6601408559159899,0.9985344801875032,0.5486907081488437,0.018928150112662356]","[11.61798651189966,4.433583546662624,4.061476183657832]"
dtlz6,random,499,"[0.2963642176829857,0.181709470260207,0.05448936962773954,0.5440287286469737,0.1212569831319853,0.054363391741587774,0.34445924621741386,0.5537998326646753,0.16142799844111744,0.8650962564116934,0.28380131378106876,0.6296441499965686]","[11.620298276858911,4.0680452373544975,4.373357414471313]"
dtlz6,random,500,"[0.32088980066729733,0.17223326235242897,0.46692082071053287,0.32501489582464393,0.7200320937970479,0.8912831714685666,0.3011607100928698,0.14021684148275437,0.5493771921107259,0.13375479530427203,0.37082166962673246,0.1054147678838252]","[11.685664794469288,3.9022715755790256,4.805087828082262]"
dtlz6,random,501,"[0.002760629466679987,0.3740241733580447,0.1961365429677645,0.5875488487505033,0.15779693620163648,0.10477433152575155,0.48450143192492945,0.27319101782647914,0.9313530867027469,0.5890634871880501,0.8664623109747174,0.38407249065040594]","[11.697579820377952,8.126365374256931,0.04367429535214243]"
dtlz6,random,502,"[0.3473282454393878,0.05768689245477032,0.48547255792740773,0.3707403302910677,0.03351812436958013,0.10774747116684824,0.45543903866224966,0.9650293861623277,0.572762079139325,0.9579526302604853,0.13541366652505804,0.0898739957220166]","[11.711401886817898,1.9068194237219624,5.093246228632273]"
dtlz6,random,503,"[0.22593140397985223,0.21812991651839642,0.03797122978724243,0.17358852814622283,0.8636876410025106,0.1895310659286108,0.49859905695587947,0.052277280991508635,0.45028205066751903,0.06803311236352083,0.8861322876680168,0.14306316528477692]","[11.741377089025708,4.8113872578681205,3.325029897514163]"
dtlz6,random,504,"[0.07262356712245277,0.31490810959786364,0.1036252317423666,0.4917256398764629,0.31183850501464905,0.14406835611627722,0.5132344337769387,0.47043194445443026,0.07641455224700655,0.19122128974962205,0.13412341174393616,0.5642286974462363]","[11.781540476851145,6.8188422611492605,1.1028370244200636]"
dtlz6,random,505,"[0.292745214858942,0.15191303893254615,0.3474426882902173,0.39218119728360723,0.8186166655160896,0.8980758124482096,0.21855689897921105,0.10561075762116212,0.9918458579650125,0.18402304405248637,0.022060415704106884,0.06640242511353467]","[11.794265855212972,3.581827031373325,4.316584141540523]"
dtlz6,random,506,"[0.40006150210950364,0.005776719024238597,0.6357875546601491,0.6255607442450317,0.9679718207599199,0.6754943204291511,0.1911015820025822,0.9075012416051956,0.33558814585510566,0.08197554014869046,0.839627886926548,0.9009667153474206]","[11.803075628430015,0.9944569411651217,6.086470028082049]"
dtlz6,random,507,"[0.12459083849689945,0.312670817857856,0.20425886755784606,0.09333153801026539,0.39338041125617007,0.8896856320634059,0.8949591550097277,0.1645156657574448,0.535330040824777,0.17708568027750837,0.03419776772179972,0.6292013431706576]","[11.80680581266668,6.7777894990537275,1.9083993473831085]"
dtlz6,random,508,"[0.23435707272019035,0.171180643104889,0.017665656999470425,0.5873115479207948,0.024063847012620765,0.20612885195727104,0.8788067048403209,0.37316360532872583,0.16751449046251432,0.3283198572898556,0.17972460482311914,0.12868769061541008]","[11.809291532561852,3.960772703070283,3.3971752953419956]"
dtlz6,random,509,"[0.1798673735058104,0.29366874204379556,0.6322057666134808,0.2708848106733347,0.7856254958823219,0.20944549451252337,0.077186896567639,0.9109469730783111,0.25236509979777244,0.1771212466569706,0.15320007860589702,0.4779849082862371]","[11.836851378237071,6.37511034015244,2.7597918368287284]"
dtlz6,random,510,"[0.3396805786621595,0.09106038378416592,0.20169430267966892,0.10981798165184031,0.9784892354253758,0.8308046819673676,0.4715031672850577,0.7862270139725763,0.684141000370291,0.6153978666338328,0.13901548773447003,0.025834699100551806]","[11.876108035224307,2.500091063913405,5.069414619505115]"
dtlz6,random,511,"[0.20630655670402953,0.23067480840823318,0.09757983622780075,0.5537401111079098,0.08937203035670804,0.6802321211667793,0.21392652034244164,0.4173410893994799,0.013121681773275218,0.35748650081418265,0.22657963377413648,0.8815772192164456]","[11.891924226636311,5.114331723149831,3.0747403362858767]"
dtlz6,random,512,"[0.28948114113288304,0.10963006741056058,0.4998062249142555,0.07011225823442191,0.08604863034108345,0.4481987774743442,0.11962227456878238,0.6075855851969204,0.3715213156827676,0.06708255227318749,0.8183698468649674,0.13984824445223742]","[11.903238327732579,2.860549110215267,4.232028343750715]"
dtlz6,random,513,"[0.2016589979072949,0.22107307647773033,0.6360049885869482,0.8150743728847527,0.1026478779716874,0.3352903825323982,0.46166010651129596,0.013058442978279072,0.006154862254363125,0.5822287246734686,0.7839702986460078,0.26806301646288744]","[11.921839640272706,4.9407924348377685,2.991298047171411]"
dtlz6,random,514,"[0.3048114099978233,0.08537243373555692,0.15281560633096947,0.4687223758639194,0.32959718336012334,0.09171720659952864,0.4208908862769204,0.13439986267519988,0.6096879483577053,0.427096577566778,0.055299305769600515,0.4419886152008604]","[11.9468654092598,2.436065144001889,4.475290284362665]"
dtlz6,random,515,"[0.23249017881883893,0.16824973202242377,0.12359394924179878,0.6312969152522117,0.6294617179003202,0.028975374983778335,0.16522642693077183,0.23749721173848937,0.5718214799209073,0.7488102994144695,0.6654472801875979,0.0019515689963194305]","[11.963042132232289,3.9501624051867776,3.4060732583361597]"
dtlz6,random,516,"[0.373592826970519,0.0001835643723963054,0.923268366655198,0.8037026027860019,0.1366147449472307,0.3533142602008602,0.9385069047742267,0.48574384552510963,0.26667702042855645,0.913297014678172,0.478046562141229,0.1692730366579034]","[12.032957461555267,0.9271182974457703,5.674860994036391]"
dtlz6,random,517,"[0.034261376455909764,0.30505596860284434,0.18597190688459575,0.32265600441955666,0.24217379802049788,0.14593591947633056,0.18501643800920842,0.09230348760766982,0.9515655117709418,0.36070848224153196,0.7730750816950985,0.1624495665222837]","[12.03782854180797,6.741729973813651,0.5255540393178463]"
dtlz6,random,518,"[0.28520608187895646,0.03723428716723842,0.6949351227605436,0.4590974675788616,0.5455910127070414,0.43158370742480456,0.1055127226235475,0.006728500811010729,0.40219325717822285,0.9006869022289399,0.025245448699820816,0.09231705497942688]","[12.047178542654649,1.6326604593509049,4.131412023044856]"
dtlz6,random,519,"[0.012404053943222748,0.3387991088006227,0.9986703912578806,0.3083816605538988,0.4830018757398591,0.5453293529145143,0.9923911591843251,0.02314978617268637,0.5017728160491552,0.8252985231977794,0.09639061542728722,0.47884506375312974]","[12.09600384925255,7.538242252490037,0.19639006220067615]"
dtlz6,random,520,"[0.09924874975095277,0.2956369816431741,0.24731778483357292,0.7184474314393691,0.0789519296229213,0.5440254186980846,0.28775044895488433,0.6533466703458299,0.42429306853033055,0.015824607909174837,0.4397236610245894,0.6967453969774372]","[12.107711867527321,6.5665340972058495,1.5308072894239122]"
dtlz6,random,521,"[0.3214273651595243,0.013916818119451557,0.35293678521951255,0.44901092184930813,0.135519119314211,0.2533637447776529,0.7616944417474188,0.18302478627122998,0.7920545793545289,0.5706175215387586,0.19823753058722926,0.0434840561805675]","[12.113743856130547,1.2092031108966965,4.757606784958412]"
dtlz6,random,522,"[0.14660933903009543,0.28119586491066395,0.7822102178708737,0.8646108017848584,0.8658762524025492,0.7818501753820378,0.4253939133013911,0.13986827674688862,0.3439205952076959,0.0726619543595276,0.018291528037673532,0.5121643750947165]","[12.157802331671538,6.272310612038166,2.267984990126732]"
